"Hotel Name "," Hotel Id "," Room Type "," Booking id "," Customer Name "," Phone "," Email "," Booking Time "," Booking Date "," Check In "," Status "," Room Rent "," Down Payment "," Amount Due "," Dispute "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449659414 "," c11 "," 1 "," 1"," 19:10:39 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$417.00 "," HK$0.00 "," HK$417 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1449658716 "," c10 "," 1 "," 1"," 18:59:08 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$0.00 "," HK$0.00 "," HK$0 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1449656293 "," ikbal "," 9062038229 "," ikbalmondal@gmail.com"," 18:18:25 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$310.00 "," HK$0.00 "," HK$310 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449655208 "," c8 "," 1 "," 1"," 18:01:24 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$400.00 "," HK$0.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1449655036 "," c7 "," 1 "," 1"," 18:10:51 "," 09/12/2015 "," 09/12/2015 "," Cancel "," HK$637.00 "," HK$0.00 "," HK$637 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1449654488 "," c6 "," 1 "," 1"," 17:48:23 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$310.00 "," HK$0.00 "," HK$310 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449654431 "," c5 "," 1 "," 1"," 17:47:27 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$400.00 "," HK$0.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1449654283 "," c4 "," 1 "," 1"," 17:45:01 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$310.00 "," HK$0.00 "," HK$310 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449654207 "," chris test4 "," 1 "," 1"," 18:11:24 "," 09/12/2015 "," 09/12/2015 "," Cancel "," HK$400.00 "," HK$0.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1449653962 "," chris test2 "," 123 "," 1"," 17:39:42 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$310.00 "," HK$0.00 "," HK$310 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449653727 "," marco "," 123455 "," heihei1983@live.hk"," 17:35:42 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$400.00 "," HK$0.00 "," HK$400 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449653389 "," marco "," 10923123432 "," heihei1983@live.hk"," 17:30:00 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$417.00 "," HK$0.00 "," HK$417 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1449653332 "," chris test "," 123456789 "," chrislaw3103@yahoo.com.hk"," 17:29:19 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$327.00 "," HK$0.00 "," HK$327 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449650185 "," Marco "," 123456 "," marcohung@gmail.com"," 16:36:40 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$17.00 "," HK$0.00 "," HK$17 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449649807 "," Marco "," 2134214 "," marcohung@gmail.com"," 16:30:21 "," 09/12/2015 "," 09/12/2015 "," Confirm "," HK$17.00 "," HK$0.00 "," HK$17 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449649636 "," Marco "," 213213321 "," marcohung@gmail.com"," 18:10:22 "," 09/12/2015 "," 09/12/2015 "," Cancel "," HK$17.00 "," HK$0.00 "," HK$17 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1449048581 "," Msmsk "," 9128$2 "," Kskdjdn"," 17:30:04 "," 02/12/2015 "," 02/12/2015 "," Confirm "," HK$0.00 "," HK$0.00 "," HK$0 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1449048444 "," Skdjjddjd "," Eoeie "," Dkdjdj"," 17:27:41 "," 02/12/2015 "," 02/12/2015 "," Confirm "," HK$310.00 "," HK$0.00 "," HK$310 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1449040174 "," Sjsjjddjd "," Rjdjdj "," Jsnsnddkdjdjd"," 15:09:49 "," 02/12/2015 "," 02/12/2015 "," Confirm "," HK$310.00 "," HK$0.00 "," HK$310 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1448994522 "," Q "," Q "," Q"," 02:28:59 "," 02/12/2015 "," 01/12/2015 "," Confirm "," HK$327.00 "," HK$0.00 "," HK$327 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1448885260 "," Yy "," 09062038229 "," ikbal.mondal@bestsoftinc.com"," 20:08:05 "," 30/11/2015 "," 30/11/2015 "," Confirm "," HK$100.00 "," HK$0.00 "," HK$100 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1448880790 "," Ikbal "," 123456789 "," ikbal.mondal@bestsoftinc.com"," 20:00:02 "," 30/11/2015 "," 30/11/2015 "," Confirm "," HK$100.00 "," HK$0.00 "," HK$100 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1448880773 "," ikbal "," 33333 "," uj@gmil.com"," 20:00:16 "," 30/11/2015 "," 30/11/2015 "," Confirm "," HK$100.00 "," HK$0.00 "," HK$100 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1448848449 "," Hkjjj "," Gffhjj "," Gyyuu"," 09:54:45 "," 30/11/2015 "," 30/11/2015 "," Confirm "," HK$100.00 "," HK$0.00 "," HK$100 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1448780181 "," Madco "," 1237 "," Marcohung@gmail.com"," 14:56:49 "," 29/11/2015 "," 29/11/2015 "," Confirm "," HK$245.00 "," HK$0.00 "," HK$245 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1448724636 "," qe2 "," 24314 "," weq"," 23:50:33 "," 28/11/2015 "," 28/11/2015 "," Confirm "," HK$245.00 "," HK$0.00 "," HK$245 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1448703704 "," affix "," e231 "," sdfds"," 17:42:11 "," 28/11/2015 "," 28/11/2015 "," Confirm "," HK$245.00 "," HK$0.00 "," HK$245 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1448684338 "," jnljhkl "," rteyeyte "," jkhkjhkjh"," 12:19:15 "," 28/11/2015 "," 28/11/2015 "," Confirm "," HK$200.00 "," HK$0.00 "," HK$200 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - Overnight (Double). "," SPK1448682109 "," 33 "," 556163 "," sd,",3fl," 11:42:07 "," 28/11/2015 "," 28/11/2015 "," Confirm "," HK$100.00 "," HK$0.00 "," HK$100 "," "
"eLog Inn (A Day Hotel) ","2 "," Luxury Room - 3 Hours (Double). "," SPK1448682003 "," asdf "," 54646 "," asfd@jldf.com"," 11:40:27 "," 28/11/2015 "," 28/11/2015 "," Confirm "," HK$217.00 "," HK$0.00 "," HK$217 "," "
"eLog Inn (A Day Hotel) ","2 ","  "," SPK1448597873 "," efewa "," fdsafweafw "," fadsfs"," 12:18:08 "," 27/11/2015 "," 27/11/2015 "," Confirm "," HK$333.00 "," HK$0.00 "," HK$333 "," "
"eLog Inn (A Day Hotel) ","2 ","  "," SPK1448280522 "," bsi Test "," 9090909090 "," test@test.com"," 21:12:03 "," 23/11/2015 "," 23/11/2015 "," Confirm "," HK$555.00 "," HK$0.00 "," HK$555 "," Today comment"
"eLog Inn (A Day Hotel) ","2 ","  "," SPK1447830024 "," marco hung "," 21314324 "," marcohung@gmail.com"," 15:00:41 "," 18/11/2015 "," 18/11/2015 "," Confirm "," HK$222.00 "," HK$0.00 "," HK$222 "," "
"eLog Inn (A Day Hotel) ","2 ","  "," SPK1447827893 "," marco "," 91234567 "," marcohung@gmail.com"," 14:25:16 "," 18/11/2015 "," 18/11/2015 "," Confirm "," HK$222.00 "," HK$0.00 "," HK$222 "," "
"eLog Inn (A Day Hotel) ","2 ","  "," SPK1447827113 "," marco "," 123456 "," marcohung@gmail.com"," 14:12:03 "," 18/11/2015 "," 18/11/2015 "," Confirm "," HK$222.00 "," HK$0.00 "," HK$222 "," aaaaaaaaaaaaaaa sdfg"
